year,poverty_rate,state
1977,26.06,Arizona
1977,24.3,Tennessee
1977,18.2,Utah
1977,19.3,Maine
1977,15.5,Wyoming
1977,11,Connecticut
1977,23.5,Florida
1977,25.7,Alabama
1977,20.5,Alaska
1977,16.9,Idaho
1977,25.1,New Mexico
1977,20.4,South Dakota
1977,16.3,Iowa
1977,15.5,Indiana
1977,13.2,Massachusetts
1977,19.2,Missouri
1978,14.5,Ohio
1978,18.2,Montana
1978,20.2,North Carolina
1978,19.3,New York
1978,19.9,West Virginia
1978,23.5,Florida
1978,12.3,Wisconsin
1978,16.2,Colorado
1978,13.43,National
1978,14.5,Wyoming
1978,25.4,New Mexico
1978,15.3,Iowa
1978,19.6,Georgia
1978,15.5,New Jersey
1978,27,Mississippi
1978,20.9,Kentucky
1978,15.6,New Hampshire
1978,15.8,Indiana
1978,16.5,Washington
1978,15.6,Nevada
1978,21.6,South Dakota
1978,17.3,Vermont
1978,17.9,Nebraska
1978,14.2,Michigan
1978,25.6,Alabama
1978,22.3,South Carolina
1978,25.59,Arizona
1978,16.4,Oregon
1978,17.8,Oklahoma
1978,17.1,Utah
1978,15.7,Kansas
1978,25.2,Louisiana
1978,16.2,Illinois
1978,13.6,Hawaii
1978,19.4,Maine
1978,18,Missouri
1978,13.9,Massachusetts
1978,22,Texas
1978,23.3,Tennessee
1978,10.9,Connecticut
1978,15.9,Virginia
1978,13.1,Rhode Island
1978,17.5,Idaho
1978,26.7,Arkansas
1978,17.7,California
1978,12.2,Delaware
1978,15.8,Pennsylvania
1978,20.8,Alaska
1978,12.8,Maryland
1978,14.8,Minnesota
1978,23.1,North Dakota
1979,22.8,South Carolina
1979,21.3,Kentucky
1979,13.33,National
1979,10.9,Connecticut
1979,16.3,New Jersey
1979,18.7,Montana
1979,20.4,Alaska
1979,24.3,Louisiana
1979,15.9,Washington
1979,21.1,West Virginia
1979,14,Rhode Island
1979,25.2,New Mexico
1979,16.3,Indiana
1979,14.8,Massachusetts
1979,22.4,South Dakota
1979,23.7,Florida
1979,20.1,New York
1979,11.8,Wisconsin
1979,21.8,Texas
1979,15.4,Iowa
1979,19.7,Maine
1979,15.6,Pennsylvania
1979,16.6,Utah
1979,25.3,Arizona
1979,26.1,Arkansas
1979,16.3,Oregon
1979,16.8,Virginia
1979,15.2,New Hampshire
1979,18,Idaho
1979,15,Hawaii
1979,15.3,Colorado
1979,21.8,North Dakota
1979,14.8,Michigan
1979,16.4,Illinois
1979,26.1,Alabama
1979,22.7,Tennessee
1979,12.9,Wyoming
1979,19.6,Georgia
1979,14,Maryland
1979,15,Minnesota
1979,19,California
1979,13.9,Delaware
1979,17.2,Vermont
1979,16.1,Nevada
1979,18.1,Missouri
1979,19,Nebraska
1979,26.9,Mississippi
1979,14.7,Ohio
1979,15.1,Kansas
1979,17.2,Oklahoma
1979,20.4,North Carolina
1980,25.8,Mississippi
1980,16.9,Oregon
1980,23.6,Florida
1980,20.5,California
1980,24.2,South Carolina
1980,17.5,Vermont
1980,22.3,South Dakota
1980,19.9,Maine
1980,21.5,North Carolina
1980,16.4,New Hampshire
1980,19.1,Nebraska
1980,20.9,North Dakota
1980,12.4,Wyoming
1980,20.4,Georgia
1980,14.8,Delaware
1980,23.6,Tennessee
1980,12.3,Wisconsin
1980,15.7,Iowa
1980,15.7,Massachusetts
1980,26.1,Alabama
1980,17.3,Oklahoma
1980,14.6,Kansas
1980,15.1,Ohio
1980,14.65,National
1980,15.6,Washington
1980,16.1,Hawaii
1980,19.5,Montana
1980,17.1,Virginia
1980,25.6,New Mexico
1980,15.2,Maryland
1980,20.7,New York
1980,26.2,Arkansas
1980,15.6,Colorado
1980,16.8,Illinois
1980,21.6,Texas
1980,16,Minnesota
1980,15.6,Rhode Island
1980,16.8,Indiana
1980,18.2,Idaho
1980,21.3,Kentucky
1980,23.1,West Virginia
1980,18,Missouri
1980,15.4,Nevada
1980,25.51,Arizona
1980,10.8,Connecticut
1980,16.2,Michigan
1980,19.9,Alaska
1980,17.1,New Jersey
1980,15.8,Pennsylvania
1980,24.5,Louisiana
1980,16.6,Utah
1981,15.2,Colorado
1981,15.6,Delaware
1981,13.4,Wisconsin
1981,18.3,Vermont
1981,23.8,Tennessee
1981,22.1,California
1981,18.2,Oregon
1981,21.8,North Carolina
1981,17.7,Hawaii
1981,23.5,Florida
1981,20.4,North Dakota
1981,21.7,Texas
1981,17.3,Utah
1981,20,Idaho
1981,16.8,Pennsylvania
1981,27.09,Arizona
1981,19.8,Montana
1981,14.6,Nevada
1981,17.6,Illinois
1981,15.77,National
1981,19.4,Maine
1981,22,Kentucky
1981,24.8,Louisiana
1981,19.8,Alaska
1981,16.9,New Hampshire
1981,15.3,Maryland
1981,14.1,Wyoming
1981,26.9,Arkansas
1981,17.5,Rhode Island
1981,20.4,Nebraska
1981,17.6,Virginia
1981,17.9,New Jersey
1981,21.8,New York
1981,17.9,Indiana
1981,26.7,New Mexico
1981,18.1,Oklahoma
1981,23.5,South Dakota
1981,11.3,Connecticut
1981,26.2,Alabama
1981,15.6,Massachusetts
1981,24,West Virginia
1981,16.1,Ohio
1981,15.3,Kansas
1981,18,Michigan
1981,24.8,South Carolina
1981,18.8,Missouri
1981,16.8,Minnesota
1981,15.6,Washington
1981,16.7,Iowa
1981,21.4,Georgia
1981,26.5,Mississippi
1982,20,Montana
1982,15.8,Colorado
1982,15.7,Massachusetts
1982,18.7,Indiana
1982,17.8,Vermont
1982,28.25,Arizona
1982,16.54,National
1982,18.1,Iowa
1982,17.6,Utah
1982,18.7,Illinois
1982,15.1,Nevada
1982,27.7,Arkansas
1982,15.7,Kansas
1982,18.1,Oklahoma
1982,16.7,Ohio
1982,17.6,Virginia
1982,19.8,Michigan
1982,17.6,New Jersey
1982,24.9,Louisiana
1982,24.9,West Virginia
1982,17,Minnesota
1982,19.7,Missouri
1982,17,New Hampshire
1982,27.5,Mississippi
1982,19.5,Maine
1982,25.9,Alabama
1982,14.9,Wisconsin
1982,23.1,South Dakota
1982,18.4,Alaska
1982,19.2,Oregon
1982,15.6,Maryland
1982,16.1,Washington
1982,23.3,Kentucky
1982,22.2,Georgia
1982,21,Nebraska
1982,22.4,New York
1982,19.8,North Dakota
1982,27.1,New Mexico
1982,23.9,Florida
1982,12,Connecticut
1982,18,Pennsylvania
1982,18.2,Hawaii
1982,21.8,Texas
1982,19,Rhode Island
1982,20.8,Idaho
1982,14.9,Wyoming
1982,24,Tennessee
1982,16.3,Delaware
1982,22,North Carolina
1982,23,California
1982,24.8,South Carolina
1983,18.7,Oklahoma
1983,18,Utah
1983,19.8,Missouri
1983,23.6,California
1983,21.2,Idaho
1983,17.9,Alaska
1983,22.5,South Dakota
1983,15.2,Maryland
1983,24.6,Louisiana
1983,11.2,Connecticut
1983,20.2,Michigan
1983,18.8,Rhode Island
1983,16.5,Kansas
1983,26.4,Alabama
1983,19.8,Oregon
1983,19.2,Hawaii
1983,19.6,Iowa
1983,17.6,Vermont
1983,16.7,Washington
1983,15.9,New Hampshire
1983,19.8,Illinois
1983,19.1,Maine
1983,24.2,Tennessee
1983,17.3,Virginia
1983,15.7,Massachusetts
1983,22.6,New York
1983,28.5,Mississippi
1983,21.1,Montana
1983,15.6,Wyoming
1983,16.2,Colorado
1983,18.4,Indiana
1983,27.02,Arizona
1983,22,Texas
1983,23.7,Kentucky
1983,18.2,Pennsylvania
1983,24.5,South Carolina
1983,26.7,New Mexico
1983,18.9,North Dakota
1983,20.8,Nebraska
1983,27,West Virginia
1983,17.2,Ohio
1983,16.78,National
1983,17.6,Minnesota
1983,16.9,Delaware
1983,17,New Jersey
1983,23.2,Georgia
1983,16.1,Nevada
1983,15.5,Wisconsin
1983,28.3,Arkansas
1983,23.5,Florida
1983,21.8,North Carolina
1984,18.2,Utah
1984,19.1,Hawaii
1984,22.4,Texas
1984,17.2,Colorado
1984,22.4,Montana
1984,16.04,National
1984,19.4,Iowa
1984,17.7,Maine
1984,17.7,Vermont
1984,22.1,South Dakota
1984,17.9,Minnesota
1984,29.3,Mississippi
1984,19.8,Oregon
1984,18.4,North Dakota
1984,23.8,South Carolina
1984,15.6,Maryland
1984,10.8,Connecticut
1984,20.3,Nebraska
1984,18,Pennsylvania
1984,23,Georgia
1984,23.7,Kentucky
1984,19.2,Alaska
1984,17.2,Washington
1984,26.9,New Mexico
1984,22.4,Idaho
1984,15.9,Virginia
1984,23.9,Tennessee
1984,15.3,Massachusetts
1984,26.12,Arizona
1984,17.7,Rhode Island
1984,19.6,Oklahoma
1984,22.2,New York
1984,18.3,Indiana
1984,25,Louisiana
1984,20.2,Illinois
1984,16.3,Kansas
1984,26.3,Alabama
1984,28.2,Arkansas
1984,27.9,West Virginia
1984,17.1,Wyoming
1984,17.1,Ohio
1984,16.5,New Jersey
1984,20,Michigan
1984,22.5,Florida
1984,19.6,Missouri
1984,16.2,Wisconsin
1984,21.3,North Carolina
1984,13.9,New Hampshire
1984,23.5,California
1984,16.8,Delaware
1984,15.7,Nevada
1985,22.7,California
1985,27.7,West Virginia
1985,19.7,North Carolina
1985,15.7,Kansas
1985,21.5,Florida
1985,19.1,Nebraska
1985,16.8,Maine
1985,14.8,Massachusetts
1985,15.72,National
1985,26.3,Alabama
1985,30,Mississippi
1985,26.2,New Mexico
1985,15.2,Virginia
1985,21.9,South Carolina
1985,27.5,Arkansas
1985,19.3,Oregon
1985,21.5,New York
1985,17.7,Utah
1985,15.9,Rhode Island
1985,17.6,Indiana
1985,15.9,Delaware
1985,24.3,Kentucky
1985,16.9,Ohio
1985,20.7,Illinois
1985,11.8,New Hampshire
1985,22.6,Tennessee
1985,16.8,Washington
1985,21.7,Georgia
1985,15.1,New Jersey
1985,19.5,Alaska
1985,10.8,Connecticut
1985,25.14,Arizona
1985,22.8,Idaho
1985,19.1,Michigan
1985,16.4,Nevada
1985,16.7,Minnesota
1985,16.6,Vermont
1985,20.2,Oklahoma
1985,17.3,Colorado
1985,25.2,Louisiana
1985,16.1,Wisconsin
1985,16.8,Wyoming
1985,17.9,North Dakota
1985,22.4,Texas
1985,22.4,Montana
1985,17.5,Pennsylvania
1985,19.3,Iowa
1985,21.4,South Dakota
1985,18.5,Hawaii
1985,18.8,Missouri
1985,14.2,Maryland
1986,15,Vermont
1986,17.6,Michigan
1986,20.9,South Carolina
1986,13.3,New Jersey
1986,9.6,Connecticut
1986,17.2,Nebraska
1986,16.4,Ohio
1986,26.1,Louisiana
1986,14.5,Massachusetts
1986,24.38,Arizona
1986,17.1,North Dakota
1986,26.1,New Mexico
1986,20.2,Oklahoma
1986,20.2,Georgia
1986,18.2,Missouri
1986,16.1,Minnesota
1986,27.4,West Virginia
1986,17,Utah
1986,20.1,South Dakota
1986,22.3,Montana
1986,17.8,Oregon
1986,29.6,Mississippi
1986,18,Colorado
1986,26,Alabama
1986,26.9,Arkansas
1986,16.7,Maine
1986,22.6,Texas
1986,22.1,Idaho
1986,14.3,Kansas
1986,20.3,Illinois
1986,22.4,Tennessee
1986,15,Wisconsin
1986,24.5,Kentucky
1986,22.1,California
1986,17.3,Hawaii
1986,20.7,Florida
1986,15.6,Delaware
1986,15.8,Washington
1986,17.1,Nevada
1986,16.2,Pennsylvania
1986,20.5,New York
1986,15.2,National
1986,14.4,Virginia
1986,18.1,Iowa
1986,16,Indiana
1986,10.3,New Hampshire
1986,14.1,Rhode Island
1986,15.6,Wyoming
1986,18.9,North Carolina
1986,19,Alaska
1986,14.4,Maryland
1987,15.8,Ohio
1987,16.4,North Dakota
1987,25.6,Alabama
1987,25.7,New Mexico
1987,16.2,Nebraska
1987,14,Kansas
1987,29.1,Mississippi
1987,26.6,West Virginia
1987,12.4,Rhode Island
1987,19.5,Illinois
1987,9.6,New Hampshire
1987,22.1,California
1987,14.4,Maryland
1987,18.4,North Carolina
1987,15,Delaware
1987,14.8,Wyoming
1987,22.3,Tennessee
1987,17.4,Oregon
1987,23.7,Kentucky
1987,17.3,Hawaii
1987,18.6,Colorado
1987,22.4,Montana
1987,14.5,Virginia
1987,19.6,Alaska
1987,22.7,Texas
1987,20.4,South Carolina
1987,16.4,Michigan
1987,14.2,Massachusetts
1987,19.5,Florida
1987,21.3,Idaho
1987,23.62,Arizona
1987,17,Utah
1987,19.6,New York
1987,14.2,Vermont
1987,16.8,Nevada
1987,14.9,Pennsylvania
1987,19.2,South Dakota
1987,15.7,Indiana
1987,17.6,Missouri
1987,15.1,Washington
1987,16.3,Maine
1987,20.8,Oklahoma
1987,13.3,Wisconsin
1987,15.9,Minnesota
1987,19.4,Georgia
1987,14.48,National
1987,26.5,Louisiana
1987,12.7,New Jersey
1987,8.7,Connecticut
1987,26.1,Arkansas
1987,16.9,Iowa
1988,22.2,Montana
1988,15.4,Minnesota
1988,12.6,New Jersey
1988,20.3,Oklahoma
1988,28.5,Mississippi
1988,22.3,Texas
1988,15.3,Ohio
1988,14.2,Wyoming
1988,21.8,Tennessee
1988,17.3,Hawaii
1988,22.8,Kentucky
1988,14.5,Pennsylvania
1988,9.3,New Hampshire
1988,14.7,Massachusetts
1988,19.2,Florida
1988,16.3,Utah
1988,13.6,Washington
1988,8.8,Connecticut
1988,24.9,Alabama
1988,15.5,Indiana
1988,13.7,Kansas
1988,16.2,Nevada
1988,15.6,Maine
1988,14.4,Virginia
1988,24.46,Arizona
1988,15,Iowa
1988,17.6,Missouri
1988,18,North Carolina
1988,13.9,Delaware
1988,24.7,West Virginia
1988,14.81,National
1988,21,Idaho
1988,19.2,Alaska
1988,12.5,Wisconsin
1988,16,Michigan
1988,19.3,Colorado
1988,19.2,New York
1988,20,South Carolina
1988,18.6,Illinois
1988,17.9,South Dakota
1988,25,Arkansas
1988,25.5,New Mexico
1988,18.5,Georgia
1988,14.3,Maryland
1988,12,Rhode Island
1988,27.3,Louisiana
1988,22.1,California
1988,15.9,North Dakota
1988,15.2,Nebraska
1988,13.9,Vermont
1988,17.5,Oregon
1989,17.9,North Carolina
1989,13.6,Kansas
1989,13.8,Nebraska
1989,16,Utah
1989,21.8,Texas
1989,14.4,Iowa
1989,11.8,Wisconsin
1989,13.5,Vermont
1989,12.7,Delaware
1989,19.3,Florida
1989,16.8,Nevada
1989,22.9,West Virginia
1989,16.6,South Dakota
1989,15.4,Massachusetts
1989,15.8,Indiana
1989,19.3,Idaho
1989,13,Wyoming
1989,20.4,Oklahoma
1989,18.7,Colorado
1989,21.5,Montana
1989,19.4,New York
1989,25.28,Arizona
1989,20.5,Tennessee
1989,16.3,Maine
1989,22.8,California
1989,19.3,South Carolina
1989,14.5,Pennsylvania
1989,12.6,New Jersey
1989,14.5,Minnesota
1989,23.9,Alabama
1989,23.6,Arkansas
1989,16.9,Hawaii
1989,12.1,Washington
1989,13,Maryland
1989,18.4,Illinois
1989,15,Ohio
1989,17.6,Alaska
1989,9.1,Connecticut
1989,17.5,Missouri
1989,27.7,Mississippi
1989,22.5,Kentucky
1989,18.8,Georgia
1989,14.3,National
1989,12.4,Rhode Island
1989,15.5,North Dakota
1989,15.9,Michigan
1989,17,Oregon
1989,10.3,New Hampshire
1989,25.9,New Mexico
1989,27.1,Louisiana
1989,14.9,Virginia
1990,17,Maine
1990,14.8,Ohio
1990,20.5,Oklahoma
1990,14.84,National
1990,13.2,New Jersey
1990,13.3,Wyoming
1990,20.4,Tennessee
1990,23.1,Arkansas
1990,17.7,Missouri
1990,17.9,Hawaii
1990,15,Minnesota
1990,13.3,Rhode Island
1990,22.4,West Virginia
1990,21.6,Texas
1990,15.9,Michigan
1990,11.4,New Hampshire
1990,13.8,Iowa
1990,17.8,North Carolina
1990,12.7,Delaware
1990,26,New Mexico
1990,27.3,Louisiana
1990,15.9,Indiana
1990,23.9,California
1990,27.3,Mississippi
1990,20.6,Montana
1990,13.4,Nebraska
1990,17.8,Colorado
1990,11.6,Wisconsin
1990,13.4,Maryland
1990,19.4,Georgia
1990,13.8,Vermont
1990,26.32,Arizona
1990,22.3,Kentucky
1990,14.7,Virginia
1990,19.8,Florida
1990,16.1,Alaska
1990,15.9,Massachusetts
1990,11.7,Washington
1990,18.7,Idaho
1990,14.5,Pennsylvania
1990,15.7,South Dakota
1990,17.1,Nevada
1990,15.1,North Dakota
1990,15.2,Utah
1990,19.3,South Carolina
1990,16.1,Oregon
1990,20,New York
1990,8.9,Connecticut
1990,22.7,Alabama
1990,18.3,Illinois
1990,14.1,Kansas
1991,14,Wyoming
1991,26.4,Mississippi
1991,13.3,Delaware
1991,16.2,Indiana
1991,22.3,Kentucky
1991,22.9,Arkansas
1991,15,Minnesota
1991,16.1,Colorado
1991,14.8,Utah
1991,14.9,Pennsylvania
1991,20,Montana
1991,21.4,Texas
1991,14,Maryland
1991,14.5,Alaska
1991,20.9,New York
1991,14.7,Ohio
1991,16.9,Nevada
1991,14.5,New Jersey
1991,12.4,Washington
1991,15.3,South Dakota
1991,20.3,Florida
1991,19.7,South Carolina
1991,19.9,Georgia
1991,17.9,North Carolina
1991,14.8,North Dakota
1991,22.4,West Virginia
1991,12.8,Nebraska
1991,16.4,Michigan
1991,21.8,Alabama
1991,25.2,California
1991,15,Virginia
1991,26.9,Louisiana
1991,18.2,Idaho
1991,18,Hawaii
1991,13.9,Rhode Island
1991,14.4,Vermont
1991,15.24,National
1991,17.6,Missouri
1991,24.7,New Mexico
1991,18,Maine
1991,16.7,Oregon
1991,18.5,Illinois
1991,13.8,Iowa
1991,12.2,New Hampshire
1991,20.9,Oklahoma
1991,14.6,Kansas
1991,20.1,Tennessee
1991,10.1,Connecticut
1991,26.5,Arizona
1991,12.4,Wisconsin
1991,16.7,Massachusetts
1992,16.7,Oregon
1992,14.5,North Dakota
1992,16.5,Michigan
1992,19.5,Georgia
1992,15.2,Pennsylvania
1992,12.3,Nebraska
1992,18.4,Illinois
1992,27,Arizona
1992,14.9,Virginia
1992,22.3,Kentucky
1992,12,Connecticut
1992,13.1,Washington
1992,24.9,New Mexico
1992,15.3,Kansas
1992,12.5,New Hampshire
1992,14.9,Rhode Island
1992,21.1,Texas
1992,13.6,Alaska
1992,25.7,Mississippi
1992,14.7,Maryland
1992,18.5,South Carolina
1992,15.79,National
1992,14,Utah
1992,26.7,Louisiana
1992,15.2,Ohio
1992,22.3,West Virginia
1992,21,Oklahoma
1992,21.4,Arkansas
1992,17.8,Idaho
1992,26.1,California
1992,14.5,Vermont
1992,15.3,New Jersey
1992,15.2,Colorado
1992,21,Alabama
1992,12.5,Wisconsin
1992,14.2,Wyoming
1992,21.8,New York
1992,17.6,Nevada
1992,17.2,Missouri
1992,20.6,Florida
1992,17.7,North Carolina
1992,13.6,Iowa
1992,18.9,Montana
1992,13.2,Delaware
1992,16.1,Indiana
1992,14.8,Minnesota
1992,18,Hawaii
1992,17.6,Maine
1992,15,South Dakota
1992,19.2,Tennessee
1992,17.2,Massachusetts
1993,12.9,Utah
1993,13.8,North Dakota
1993,13.8,Wyoming
1993,16,Missouri
1993,15.4,Rhode Island
1993,15.7,Michigan
1993,14.6,Virginia
1993,21,Kentucky
1993,14,Minnesota
1993,17.5,Nevada
1993,24.1,Mississippi
1993,27.66,Arizona
1993,26.6,California
1993,20.3,Alabama
1993,13.7,Iowa
1993,18.2,Tennessee
1993,16.79,National
1993,12.7,New Hampshire
1993,19.8,Arkansas
1993,20.7,Florida
1993,12.9,Delaware
1993,15.9,New Jersey
1993,17,Idaho
1993,12.7,Alaska
1993,12.4,Connecticut
1993,14.5,Kansas
1993,11.9,Nebraska
1993,15.1,Pennsylvania
1993,18.6,South Carolina
1993,22.3,New York
1993,16.3,Oregon
1993,15.1,Maryland
1993,16.8,North Carolina
1993,17.4,Massachusetts
1993,18.7,Hawaii
1993,12.2,Wisconsin
1993,20.7,Oklahoma
1993,14.7,Ohio
1993,18.1,Illinois
1993,14.9,Indiana
1993,14.5,Vermont
1993,16.8,Maine
1993,14.8,South Dakota
1993,18.9,Georgia
1993,17.2,Montana
1993,13.4,Washington
1993,25.6,New Mexico
1993,20.9,Texas
1993,13.5,Colorado
1993,21.5,West Virginia
1993,25.2,Louisiana
1994,11.5,Utah
1994,17.7,Georgia
1994,28.46,Arizona
1994,26.6,California
1994,12.3,New Hampshire
1994,19.8,Kentucky
1994,14.5,Ohio
1994,15.9,Idaho
1994,17.3,South Carolina
1994,12.1,Wisconsin
1994,12.9,Delaware
1994,22.8,Mississippi
1994,14.3,Missouri
1994,12.8,Indiana
1994,13.3,Wyoming
1994,14,Kansas
1994,14.4,South Dakota
1994,20.4,Hawaii
1994,12.9,Iowa
1994,12.5,North Dakota
1994,18.9,Alabama
1994,22.7,New York
1994,13.9,Washington
1994,13.4,Connecticut
1994,15.7,Rhode Island
1994,15.5,Maryland
1994,24.3,Louisiana
1994,17.9,Tennessee
1994,16.3,New Jersey
1994,15.68,National
1994,14.4,Virginia
1994,12.9,Colorado
1994,17,Nevada
1994,16.1,Oregon
1994,13.5,Minnesota
1994,20.6,Florida
1994,14.2,Vermont
1994,21.1,West Virginia
1994,15.1,Michigan
1994,25.6,New Mexico
1994,11.7,Alaska
1994,16.2,Montana
1994,17.1,Massachusetts
1994,15.9,Maine
1994,20.4,Texas
1994,19.4,Oklahoma
1994,19.1,Arkansas
1994,17.4,Illinois
1994,11.3,Nebraska
1994,15.1,Pennsylvania
1994,16.1,North Carolina
1995,20.3,Florida
1995,13,Kansas
1995,22.4,Louisiana
1995,16,Nevada
1995,15.1,Idaho
1995,13.8,Washington
1995,13.9,Connecticut
1995,11.3,Wisconsin
1995,18.6,Arkansas
1995,16.1,Oregon
1995,14.9,Pennsylvania
1995,11.1,Utah
1995,15.9,Montana
1995,15,Maine
1995,17,Massachusetts
1995,14.7,Virginia
1995,11,Nebraska
1995,11.8,Colorado
1995,18,Alabama
1995,14.4,Michigan
1995,15.8,Rhode Island
1995,14.9,North Carolina
1995,18.3,Kentucky
1995,20,Texas
1995,26.4,California
1995,13.5,Ohio
1995,16.9,Georgia
1995,20.5,Mississippi
1995,16.2,New Jersey
1995,17,Tennessee
1995,16.3,South Carolina
1995,14.9,Maryland
1995,19.5,West Virginia
1995,17.8,Oklahoma
1995,22,Hawaii
1995,11.9,North Dakota
1995,11.5,Indiana
1995,11.9,Minnesota
1995,16.5,Illinois
1995,24.9,New Mexico
1995,11.7,Alaska
1995,13.2,Vermont
1995,14.21,National
1995,11.9,Iowa
1995,12.9,Wyoming
1995,14.7,South Dakota
1995,12.8,Delaware
1995,28.65,Arizona
1995,11.9,New Hampshire
1995,22.9,New York
1995,13.1,Missouri
1996,12.9,Maine
1996,15.4,Tennessee
1996,15.7,Oklahoma
1996,16.3,Kentucky
1996,19,Texas
1996,25.1,California
1996,10.2,Utah
1996,14.1,Pennsylvania
1996,12,Kansas
1996,16,Oregon
1996,15.5,Rhode Island
1996,15.4,Illinois
1996,18.5,Mississippi
1996,15.8,Nevada
1996,10.9,Iowa
1996,28.19,Arizona
1996,13.5,Michigan
1996,14.7,Idaho
1996,24.4,New Mexico
1996,12.1,Vermont
1996,16.2,Massachusetts
1996,11.8,Alaska
1996,14.8,South Carolina
1996,10.9,Minnesota
1996,13.7,Connecticut
1996,15.9,Georgia
1996,10.3,Indiana
1996,11.1,Nebraska
1996,11.6,North Dakota
1996,12.6,Ohio
1996,22.8,New York
1996,13.7,Maryland
1996,10.1,Wisconsin
1996,12.7,Washington
1996,11.2,New Hampshire
1996,14.14,National
1996,14,South Dakota
1996,12,Wyoming
1996,12.1,Delaware
1996,16.8,Alabama
